lab	canopysize	rep	geno	light	lab1
NC	3.645	IV	myc234	NC	NC_myc234
NC	4.756	IV	myc234	NC	NC_myc234
NC	3.35	IV	myc234	NC	NC_myc234
NC	3.787	IV	myc234	NC	NC_myc234
NC	2.38	IV	myc234	NC	NC_myc234
NC	1.834	IV	myc234	NC	NC_myc234
NC	2.478	IV	myc234	NC	NC_myc234
NC	2.953	IV	myc234	NC	NC_myc234
NC	3.64	IV	myc234	NC	NC_myc234
NC+M	4.712	IV	myc234	NC	NC+M_myc234
NC+M	3.723	IV	myc234	NC	NC+M_myc234
NC+M	2.674	IV	myc234	NC	NC+M_myc234
NC+M	2.15	IV	myc234	NC	NC+M_myc234
NC+M	4.926	IV	myc234	NC	NC+M_myc234
NC+M	1.506	IV	myc234	NC	NC+M_myc234
NC+M	2.198	IV	myc234	NC	NC+M_myc234
NC+M	1.899	IV	myc234	NC	NC+M_myc234
NC+M	1.737	IV	myc234	NC	NC+M_myc234
LP	1.527	IV	myc234	LP	LP_myc234
LP	1.852	IV	myc234	LP	LP_myc234
LP	1.364	IV	myc234	LP	LP_myc234
LP	1.223	IV	myc234	LP	LP_myc234
LP	1.59	IV	myc234	LP	LP_myc234
LP	0.965	IV	myc234	LP	LP_myc234
LP	1.2	IV	myc234	LP	LP_myc234
LP	1.551	IV	myc234	LP	LP_myc234
LP	1.413	IV	myc234	LP	LP_myc234
LP+M	1.085	IV	myc234	LP	LP+M_myc234
LP+M	1.31	IV	myc234	LP	LP+M_myc234
LP+M	0.995	IV	myc234	LP	LP+M_myc234
LP+M	0.817	IV	myc234	LP	LP+M_myc234
LP+M	0.771	IV	myc234	LP	LP+M_myc234
LP+M	1.143	IV	myc234	LP	LP+M_myc234
LP+M	1.284	IV	myc234	LP	LP+M_myc234
LP+M	1.059	IV	myc234	LP	LP+M_myc234
LP+M	0.657	IV	myc234	LP	LP+M_myc234
NC	2.895	V	myc234	NC	NC_myc234
NC	1.904	V	myc234	NC	NC_myc234
NC	3.058	V	myc234	NC	NC_myc234
NC	3.253	V	myc234	NC	NC_myc234
NC	2.55	V	myc234	NC	NC_myc234
NC	2.539	V	myc234	NC	NC_myc234
NC	2.999	V	myc234	NC	NC_myc234
NC	4.077	V	myc234	NC	NC_myc234
NC	1.418	V	myc234	NC	NC_myc234
NC+M	1.757	V	myc234	NC	NC+M_myc234
NC+M	2.912	V	myc234	NC	NC+M_myc234
NC+M	3.87	V	myc234	NC	NC+M_myc234
NC+M	2.566	V	myc234	NC	NC+M_myc234
NC+M	3.287	V	myc234	NC	NC+M_myc234
NC+M	4.38	V	myc234	NC	NC+M_myc234
NC+M	2.396	V	myc234	NC	NC+M_myc234
NC+M	1.874	V	myc234	NC	NC+M_myc234
NC+M	2.287	V	myc234	NC	NC+M_myc234
LP	0.952	V	myc234	LP	LP_myc234
LP	1.26	V	myc234	LP	LP_myc234
LP	1.051	V	myc234	LP	LP_myc234
LP	1.474	V	myc234	LP	LP_myc234
LP	1.049	V	myc234	LP	LP_myc234
LP	1.762	V	myc234	LP	LP_myc234
LP	1.942	V	myc234	LP	LP_myc234
LP	1.35	V	myc234	LP	LP_myc234
LP	2.248	V	myc234	LP	LP_myc234
LP+M	1.056	V	myc234	LP	LP+M_myc234
LP+M	2.016	V	myc234	LP	LP+M_myc234
LP+M	1.082	V	myc234	LP	LP+M_myc234
LP+M	1.301	V	myc234	LP	LP+M_myc234
LP+M	1.508	V	myc234	LP	LP+M_myc234
LP+M	1.014	V	myc234	LP	LP+M_myc234
LP+M	1.163	V	myc234	LP	LP+M_myc234
LP+M	1.119	V	myc234	LP	LP+M_myc234
LP+M	0.874	V	myc234	LP	LP+M_myc234
NC	4.196	VI	myc234	NC	NC_myc234
NC	3.272	VI	myc234	NC	NC_myc234
NC	2.868	VI	myc234	NC	NC_myc234
NC	4.262	VI	myc234	NC	NC_myc234
NC	2.759	VI	myc234	NC	NC_myc234
NC	2.753	VI	myc234	NC	NC_myc234
NC	5.429	VI	myc234	NC	NC_myc234
NC	3.323	VI	myc234	NC	NC_myc234
NC	2.326	VI	myc234	NC	NC_myc234
NC+M	5.397	VI	myc234	NC	NC+M_myc234
NC+M	2.952	VI	myc234	NC	NC+M_myc234
NC+M	2.288	VI	myc234	NC	NC+M_myc234
NC+M	4.083	VI	myc234	NC	NC+M_myc234
NC+M	2.49	VI	myc234	NC	NC+M_myc234
NC+M	2.596	VI	myc234	NC	NC+M_myc234
NC+M	3.996	VI	myc234	NC	NC+M_myc234
NC+M	1.388	VI	myc234	NC	NC+M_myc234
NC+M	2.14	VI	myc234	NC	NC+M_myc234
LP	1.656	VI	myc234	LP	LP_myc234
LP	1.48	VI	myc234	LP	LP_myc234
LP	1.275	VI	myc234	LP	LP_myc234
LP	0.83	VI	myc234	LP	LP_myc234
LP	0.596	VI	myc234	LP	LP_myc234
LP	0.582	VI	myc234	LP	LP_myc234
LP	0.56	VI	myc234	LP	LP_myc234
LP	0.829	VI	myc234	LP	LP_myc234
LP	0.595	VI	myc234	LP	LP_myc234
LP+M	1.342	VI	myc234	LP	LP+M_myc234
LP+M	0.446	VI	myc234	LP	LP+M_myc234
LP+M	0.768	VI	myc234	LP	LP+M_myc234
LP+M	1.348	VI	myc234	LP	LP+M_myc234
LP+M	0.446	VI	myc234	LP	LP+M_myc234
LP+M	0.532	VI	myc234	LP	LP+M_myc234
LP+M	1.025	VI	myc234	LP	LP+M_myc234
LP+M	0.828	VI	myc234	LP	LP+M_myc234
LP+M	0.587	VI	myc234	LP	LP+M_myc234
